home_win_rate,home_draw_rate,home_goals_scored_avg,home_goals_conceded_avg,home_clean_sheet_rate,home_goal_diff_avg,home_form_last5,away_win_rate,away_draw_rate,away_goals_scored_avg,away_goals_conceded_avg,away_clean_sheet_rate,away_goal_diff_avg,away_form_last5,diff_win_rate,diff_goals_avg,h2h_home_wins,h2h_away_wins,h2h_draws,home_ranking,away_ranking,ranking_diff,is_group_stage,result,home_team,away_team,date
0.4,0.45,1.25,0.9,0.4,0.35,0.6666666666666666,0.5,0.15,1.6,1.4,0.25,0.2,0.4666666666666667,-0.09999999999999998,-0.3500000000000001,3,0,0,30,60,-30,0,1,Senegal,Guinea,2015-01-13
0.5,0.4,1.65,0.8,0.5,0.85,0.6,0.55,0.3,1.5,0.6,0.5,0.9,0.8666666666666667,-0.050000000000000044,0.1499999999999999,2,2,1,60,39,21,1,1,China PR,Uzbekistan,2015-01-14
0.5,0.25,2.05,0.95,0.35,1.1,0.4666666666666667,0.35,0.25,1.1,1.4,0.35,-0.3,0.2,0.15000000000000002,0.9499999999999997,1,0,2,60,34,26,1,2,North Korea,Saudi Arabia,2015-01-14
0.3,0.15,1.2,1.4,0.15,-0.2,0.4,0.5,0.35,1.4,0.85,0.5,0.55,0.7333333333333333,-0.2,-0.19999999999999996,0,0,1,60,43,17,0,2,Mali,South Africa,2015-01-14
0.5,0.4,1.75,0.75,0.55,1.0,0.6666666666666666,0.55,0.25,1.45,0.75,0.55,0.7,0.6,-0.050000000000000044,0.30000000000000004,1,4,4,37,20,17,1,2,Qatar,Iran,2015-01-15
0.45,0.15,1.45,1.25,0.25,0.2,0.4,0.4,0.25,1.7,1.65,0.1,0.05,0.5333333333333333,0.04999999999999999,-0.25,0,1,0,25,35,-10,0,1,Sweden,Ivory Coast,2015-01-15
0.15,0.3,0.5,1.35,0.35,-0.85,0.2,0.45,0.2,1.45,1.3,0.4,0.15,0.6,-0.30000000000000004,-0.95,0,0,1,36,60,-24,0,2,Canada,Iceland,2015-01-16
0.25,0.4,0.8,0.9,0.35,-0.1,0.3333333333333333,0.55,0.15,2.0,1.45,0.3,0.55,0.8,-0.30000000000000004,-1.2,0,2,0,33,15,18,1,2,Iraq,Japan,2015-01-16
0.6,0.15,1.5,0.9,0.6,0.6,0.26666666666666666,0.25,0.15,0.7,1.05,0.2,-0.35,0.0,0.35,0.8,2,0,1,60,38,22,1,2,Palestine,Jordan,2015-01-16
0.25,0.15,1.4,2.1,0.25,-0.7,0.4666666666666667,0.45,0.05,1.0,1.3,0.35,-0.3,0.8,-0.2,0.3999999999999999,1,1,2,22,21,1,1,2,Australia,South Korea,2015-01-17
0.45,0.4,1.15,0.85,0.45,0.3,0.6,0.45,0.25,1.2,1.05,0.35,0.15,0.6,0.0,-0.050000000000000044,2,0,0,31,48,-17,1,0,Tunisia,Cape Verde Islands,2015-01-18
0.5,0.3,1.3,0.65,0.5,0.65,0.6666666666666666,0.35,0.25,1.2,1.45,0.3,-0.25,0.2,0.15000000000000002,0.10000000000000009,1,4,1,39,34,5,1,1,Uzbekistan,Saudi Arabia,2015-01-18
0.4,0.25,1.35,1.1,0.35,0.25,0.6666666666666666,0.3,0.35,1.25,0.95,0.4,0.3,0.4666666666666667,0.10000000000000003,0.10000000000000009,1,0,3,60,28,32,1,0,Zambia,Congo DR,2015-01-18
0.65,0.15,1.8,1.0,0.35,0.8,0.6666666666666666,0.5,0.35,1.45,0.8,0.55,0.65,0.7333333333333333,0.15000000000000002,0.3500000000000001,0,0,1,32,43,-11,1,1,Algeria,South Africa,2015-01-19
0.1,0.3,0.45,1.45,0.3,-1.0,0.2,0.45,0.2,1.45,1.35,0.35,0.1,0.6,-0.35,-1.0,0,1,1,36,60,-24,0,0,Canada,Iceland,2015-01-19
0.35,0.3,1.1,1.05,0.3,0.05,0.26666666666666666,0.5,0.15,1.5,1.15,0.3,0.35,0.5333333333333333,-0.15000000000000002,-0.3999999999999999,0,4,1,60,25,35,0,1,Finland,Sweden,2015-01-19
0.4,0.2,1.7,1.25,0.15,0.45,0.6666666666666666,0.45,0.4,1.45,0.95,0.4,0.5,0.8,-0.04999999999999999,0.25,1,0,2,40,30,10,1,2,Ghana,Senegal,2015-01-19
0.6,0.2,1.45,0.7,0.6,0.75,0.8,0.5,0.35,1.8,0.95,0.55,0.85,0.8,0.09999999999999998,-0.3500000000000001,4,0,2,20,60,-40,1,1,Iran,United Arab Emirates,2015-01-19
0.45,0.4,1.55,0.75,0.55,0.8,0.4666666666666667,0.3,0.5,0.75,0.6,0.65,0.15,0.4666666666666667,0.15000000000000002,0.8,0,5,7,37,60,-23,1,2,Qatar,Bahrain,2015-01-19
0.2,0.4,0.65,0.85,0.35,-0.2,0.26666666666666666,0.6,0.15,1.55,1.1,0.6,0.45,0.26666666666666666,-0.39999999999999997,-0.9,6,0,1,33,60,-27,1,1,Iraq,Palestine,2015-01-20
0.35,0.25,1.5,1.65,0.1,-0.15,0.4666666666666667,0.5,0.15,1.65,1.55,0.25,0.1,0.4666666666666667,-0.15000000000000002,-0.1499999999999999,5,0,1,35,60,-25,1,0,Ivory Coast,Guinea,2015-01-20
0.55,0.15,1.9,1.45,0.3,0.45,0.8,0.25,0.15,0.9,1.1,0.15,-0.2,0.2,0.30000000000000004,0.9999999999999999,1,1,1,15,38,-23,1,1,Japan,Jordan,2015-01-20
0.25,0.1,1.4,2.15,0.2,-0.75,0.4,0.55,0.35,1.65,0.75,0.45,0.9,0.8666666666666667,-0.30000000000000004,-0.25,1,2,1,22,60,-38,1,1,Australia,China PR,2015-01-22
0.45,0.3,1.25,1.05,0.35,0.2,0.6666666666666666,0.3,0.4,1.3,0.95,0.4,0.35,0.5333333333333333,0.15000000000000002,-0.050000000000000044,0,1,0,48,28,20,1,0,Cape Verde Islands,Congo DR,2015-01-22
0.45,0.05,0.95,1.25,0.4,-0.3,0.8,0.55,0.25,1.4,0.65,0.5,0.75,0.6666666666666666,-0.10000000000000003,-0.44999999999999996,6,0,2,21,39,-18,1,1,South Korea,Uzbekistan,2015-01-22
0.4,0.3,1.4,1.05,0.35,0.35,0.5333333333333333,0.4,0.45,1.15,0.9,0.4,0.25,0.6,0.0,0.25,1,2,1,60,31,29,1,2,Zambia,Tunisia,2015-01-22
0.35,0.2,1.65,1.35,0.1,0.3,0.4666666666666667,0.65,0.15,1.8,1.0,0.35,0.8,0.6666666666666666,-0.30000000000000004,-0.15000000000000013,0,0,0,40,32,8,1,1,Ghana,Algeria,2015-01-23
0.65,0.2,1.45,0.55,0.65,0.9,1.0,0.25,0.35,0.7,0.8,0.4,-0.1,0.4666666666666667,0.4,0.75,5,0,1,20,33,-13,1,0,Iran,Iraq,2015-01-23
0.55,0.15,1.85,1.4,0.35,0.45,1.0,0.45,0.35,1.6,1.0,0.5,0.6,0.8,0.10000000000000003,0.25,2,1,1,15,60,-45,1,0,Japan,United Arab Emirates,2015-01-23
0.5,0.35,1.5,0.85,0.55,0.65,0.6666666666666666,0.5,0.4,1.55,0.8,0.4,0.75,1.0,0.0,-0.050000000000000044,0,1,2,43,30,13,1,0,South Africa,Senegal,2015-01-23
0.35,0.3,1.5,1.5,0.1,0.0,0.3333333333333333,0.25,0.2,1.05,1.35,0.15,-0.3,0.26666666666666666,0.09999999999999998,0.44999999999999996,3,0,0,35,60,-25,1,0,Ivory Coast,Mali,2015-01-24
0.45,0.3,1.25,1.05,0.35,0.2,0.5333333333333333,0.4,0.3,1.45,1.1,0.35,0.35,0.4666666666666667,0.04999999999999999,-0.19999999999999996,1,1,0,48,60,-12,1,0,Cape Verde Islands,Zambia,2015-01-26
0.25,0.45,1.2,0.95,0.4,0.25,0.4,0.45,0.45,1.25,0.8,0.4,0.45,0.6,-0.2,-0.050000000000000044,0,0,1,28,31,-3,1,0,Congo DR,Tunisia,2015-01-26
0.5,0.05,1.0,1.15,0.45,-0.15,1.0,0.25,0.4,0.85,0.85,0.4,0.0,0.4666666666666667,0.25,0.15000000000000002,2,0,1,21,33,-12,1,1,South Korea,Iraq,2015-01-26
0.3,0.1,1.4,2.0,0.25,-0.6,0.6,0.4,0.4,1.45,1.05,0.45,0.4,0.6666666666666666,-0.10000000000000003,-0.050000000000000044,0,0,2,22,60,-38,1,1,Australia,United Arab Emirates,2015-01-27
0.5,0.4,1.55,0.8,0.4,0.75,0.8666666666666667,0.6,0.15,1.75,1.05,0.3,0.7,0.4666666666666667,-0.09999999999999998,-0.19999999999999996,1,1,0,30,32,-2,1,2,Senegal,Algeria,2015-01-27
0.45,0.4,1.45,0.9,0.5,0.55,0.5333333333333333,0.4,0.15,1.6,1.25,0.15,0.35,0.6,0.04999999999999999,-0.15000000000000013,2,1,0,43,40,3,1,2,South Africa,Ghana,2015-01-27
0.35,0.4,1.25,1.2,0.4,0.05,0.3333333333333333,0.35,0.3,1.5,1.5,0.1,0.0,0.3333333333333333,0.0,-0.25,2,1,2,60,35,25,1,2,Cameroon,Ivory Coast,2015-01-28
0.55,0.25,2.05,0.95,0.4,1.1,0.5333333333333333,0.5,0.15,1.4,1.3,0.3,0.1,0.26666666666666666,0.050000000000000044,0.6499999999999999,0,0,1,60,16,44,0,1,Chile,United States,2015-01-28
0.3,0.15,1.85,2.0,0.2,-0.15,0.2,0.3,0.25,1.7,1.85,0.25,-0.15,0.6666666666666666,0.0,0.15000000000000013,2,1,1,47,60,-13,0,0,Curaçao,Aruba,2015-01-30
0.25,0.4,0.8,0.85,0.4,-0.05,0.4666666666666667,0.35,0.4,1.2,1.15,0.4,0.05,0.4666666666666667,-0.09999999999999998,-0.3999999999999999,3,2,2,33,60,-27,1,2,Iraq,United Arab Emirates,2015-01-30
0.35,0.1,1.35,1.8,0.3,-0.45,0.8,0.5,0.05,1.05,1.15,0.45,-0.1,1.0,-0.15000000000000002,0.30000000000000004,1,2,2,22,21,1,1,1,Australia,South Korea,2015-01-31
0.4,0.25,1.05,1.05,0.4,0.0,0.6666666666666666,0.2,0.5,1.1,1.0,0.35,0.1,0.4666666666666667,0.2,-0.050000000000000044,1,0,0,60,28,32,1,2,Congo,Congo DR,2015-01-31
0.3,0.25,1.0,1.5,0.25,-0.5,0.5333333333333333,0.45,0.45,1.25,0.8,0.4,0.45,0.6,-0.15000000000000002,-0.25,0,1,1,60,31,29,1,1,Equatorial Guinea,Tunisia,2015-01-31
0.25,0.2,1.7,2.0,0.2,-0.3,0.26666666666666666,0.3333333333333333,0.16666666666666666,1.6666666666666667,3.3333333333333335,0.0,-1.6666666666666667,0.6,-0.08333333333333331,0.033333333333333215,1,1,0,47,60,-13,0,1,Curaçao,Bonaire,2015-02-01
0.45,0.15,1.7,1.25,0.15,0.45,0.6,0.4,0.3,1.55,1.5,0.2,0.05,0.4,0.04999999999999999,0.1499999999999999,2,0,2,40,60,-20,1,1,Ghana,Guinea,2015-02-01
0.35,0.3,1.4,1.45,0.15,-0.05,0.5333333333333333,0.65,0.1,1.75,0.95,0.35,0.8,0.4666666666666667,-0.30000000000000004,-0.3500000000000001,0,1,1,35,32,3,1,1,Ivory Coast,Algeria,2015-02-01
0.2,0.5,1.1,1.1,0.3,0.0,0.4666666666666667,0.4,0.25,1.5,1.45,0.15,0.05,0.5333333333333333,-0.2,-0.3999999999999999,1,1,1,28,35,-7,1,2,Congo DR,Ivory Coast,2015-02-04
0.3,0.25,1.05,1.55,0.2,-0.5,0.7333333333333333,0.45,0.15,1.75,1.2,0.2,0.55,0.8,-0.15000000000000002,-0.7,0,0,0,60,40,20,1,2,Equatorial Guinea,Ghana,2015-02-05
0.25,0.25,0.95,1.65,0.2,-0.7,0.5333333333333333,0.2,0.5,1.1,1.15,0.3,-0.05,0.4,0.04999999999999999,-0.15000000000000013,1,1,0,60,28,32,1,0,Equatorial Guinea,Congo DR,2015-02-07
0.45,0.2,1.55,1.4,0.15,0.15,0.7333333333333333,0.5,0.15,1.85,1.05,0.25,0.8,0.8,-0.04999999999999999,-0.30000000000000004,1,2,1,35,40,-5,1,0,Ivory Coast,Ghana,2015-02-08
0.45,0.15,1.45,1.45,0.25,0.0,0.26666666666666666,0.25,0.3,1.15,1.35,0.3,-0.2,0.3333333333333333,0.2,0.30000000000000004,9,1,1,16,42,-26,0,1,United States,Panama,2015-02-08
0.45,0.2,1.55,1.35,0.2,0.2,0.4666666666666667,0.45,0.15,1.35,1.3,0.3,0.05,0.26666666666666666,0.0,0.19999999999999996,1,0,0,60,16,44,0,1,Denmark,United States,2015-03-25
0.65,0.25,2.2,0.95,0.45,1.25,0.6666666666666666,0.4,0.1,1.45,1.55,0.3,-0.1,0.8,0.25,0.7500000000000002,2,1,0,10,22,-12,0,0,Germany,Australia,2015-03-25
0.45,0.15,1.1,1.2,0.4,-0.1,0.4666666666666667,0.2,0.35,0.9,1.55,0.25,-0.65,0.6,0.25,0.20000000000000007,1,0,1,26,60,-34,0,1,Scotland,Northern Ireland,2015-03-25
0.1,0.25,0.4,2.15,0.25,-1.75,0.13333333333333333,0.4,0.4,1.3,0.95,0.5,0.35,0.3333333333333333,-0.30000000000000004,-0.9,0,2,0,60,43,17,0,2,Eswatini,South Africa,2015-03-25
0.3,0.5,0.8,0.65,0.6,0.15,0.6,0.6,0.25,1.6,0.75,0.5,0.85,0.6,-0.3,-0.8,0,0,0,60,9,51,0,2,Bahrain,Colombia,2015-03-26
0.6,0.2,2.1,0.95,0.4,1.15,0.6666666666666666,0.6,0.25,1.55,0.7,0.6,0.85,0.8666666666666667,0.0,0.55,0,0,0,60,20,40,0,2,Chile,Iran,2015-03-26
0.65,0.1,2.1,1.05,0.45,1.05,0.4,0.25,0.3,0.95,1.6,0.25,-0.65,0.5333333333333333,0.4,1.1500000000000001,0,0,0,29,60,-31,0,1,Egypt,Equatorial Guinea,2015-03-26
0.7,0.2,2.5,0.55,0.6,1.95,0.7333333333333333,0.8,0.1,2.4,0.85,0.55,1.55,1.0,-0.10000000000000009,0.10000000000000009,2,1,0,2,3,-1,0,2,France,Brazil,2015-03-26
0.45,0.25,1.5,1.3,0.2,0.2,0.7333333333333333,0.2,0.5,1.05,1.0,0.3,0.05,0.4,0.25,0.44999999999999996,1,1,0,35,60,-25,0,1,Ivory Coast,Angola,2015-03-26
0.25,0.15,0.9,1.1,0.15,-0.2,0.2,0.25,0.3,1.2,1.2,0.2,0.0,0.4,0.0,-0.29999999999999993,3,3,3,38,60,-22,0,2,Jordan,Syria,2015-03-26
0.4,0.4,1.45,0.85,0.5,0.6,0.26666666666666666,0.6,0.1,1.75,1.1,0.3,0.65,0.4666666666666667,-0.19999999999999996,-0.30000000000000004,0,0,0,37,32,5,0,1,Qatar,Algeria,2015-03-26
0.05,0.35,0.45,1.5,0.25,-1.05,0.26666666666666666,0.25,0.3,0.95,1.55,0.25,-0.6,0.4,-0.2,-0.49999999999999994,2,0,0,36,60,-24,0,1,Canada,Guatemala,2015-03-27
0.5,0.35,1.35,0.8,0.45,0.55,0.8,0.3,0.25,1.0,1.4,0.3,-0.4,0.6,0.2,0.3500000000000001,0,0,0,60,46,14,0,0,China PR,Haiti,2015-03-27
0.25,0.2,1.6,2.0,0.2,-0.4,0.26666666666666666,0.1,0.0,1.1,4.5,0.1,-3.4,0.4,0.15,0.5,0,0,0,47,60,-13,1,1,Curaçao,Montserrat,2015-03-27
0.6,0.2,1.8,0.7,0.55,1.1,1.0,0.25,0.25,0.9,1.35,0.3,-0.45,0.4666666666666667,0.35,0.9,0,0,0,4,60,-56,1,1,England,Lithuania,2015-03-27
0.55,0.2,1.9,1.35,0.35,0.55,0.8666666666666667,0.4,0.45,1.2,0.85,0.4,0.35,0.4,0.15000000000000002,0.7,0,0,0,15,31,-16,0,1,Japan,Tunisia,2015-03-27
0.5,0.05,1.1,1.05,0.45,0.05,0.8,0.55,0.2,1.35,0.7,0.5,0.65,0.4666666666666667,-0.050000000000000044,-0.25,7,0,2,21,39,-18,0,0,South Korea,Uzbekistan,2015-03-27
0.05,0.15,0.35,2.05,0.1,-1.7,0.26666666666666666,0.5,0.2,1.55,1.1,0.35,0.45,0.6666666666666666,-0.45,-1.2000000000000002,0,1,0,60,23,37,1,2,Liechtenstein,Austria,2015-03-27
0.25,0.3,1.3,1.25,0.15,0.05,0.13333333333333333,0.45,0.15,1.4,1.2,0.25,0.2,0.4666666666666667,-0.2,-0.09999999999999987,0,3,0,60,25,35,1,2,Moldova,Sweden,2015-03-27
0.6,0.05,1.7,1.0,0.45,0.7,0.6,0.75,0.15,2.2,0.35,0.75,1.85,0.6666666666666666,-0.15000000000000002,-0.5000000000000002,1,0,0,6,60,-54,1,1,Spain,Ukraine,2015-03-27
0.55,0.2,1.7,1.05,0.5,0.65,0.4666666666666667,0.35,0.2,0.8,1.2,0.35,-0.4,0.4666666666666667,0.20000000000000007,0.8999999999999999,0,0,0,24,60,-36,1,1,Switzerland,Estonia,2015-03-27
0.45,0.2,1.45,1.35,0.35,0.1,0.8666666666666667,0.25,0.3,1.1,1.35,0.3,-0.25,0.3333333333333333,0.2,0.34999999999999987,4,2,1,60,42,18,0,2,Trinidad and Tobago,Panama,2015-03-27
0.65,0.15,1.9,0.8,0.5,1.1,0.6,0.3,0.2,0.9,1.5,0.3,-0.6,0.4,0.35000000000000003,0.9999999999999999,0,0,0,1,60,-59,0,1,Argentina,El Salvador,2015-03-28
0.0,0.05,0.15,2.95,0.0,-2.8,0.0,0.5,0.1,1.65,1.15,0.3,0.5,0.3333333333333333,-0.5,-1.5,0,0,0,60,44,16,1,2,Andorra,Bosnia-Herzegovina,2015-03-28
0.6,0.25,1.75,0.75,0.45,1.0,0.7333333333333333,0.15,0.15,0.7,1.5,0.25,-0.8,0.4,0.44999999999999996,1.05,0,0,0,8,60,-52,1,1,Belgium,Cyprus,2015-03-28
0.5,0.2,1.65,1.05,0.4,0.6,0.6666666666666666,0.3,0.2,0.95,1.45,0.25,-0.5,0.6,0.2,0.7,2,0,1,12,27,-15,1,1,Croatia,Norway,2015-03-28
0.5,0.25,1.65,1.05,0.35,0.6,0.8,0.2,0.35,0.85,1.85,0.25,-1.0,0.3333333333333333,0.3,0.7999999999999999,1,0,0,60,60,0,1,0,Czechia,Latvia,2015-03-28
0.45,0.2,1.55,1.0,0.3,0.55,0.8666666666666667,0.5,0.35,1.5,0.85,0.4,0.65,0.6666666666666666,-0.04999999999999999,0.050000000000000044,1,1,2,40,30,10,0,2,Ghana,Senegal,2015-03-28
0.2,0.4,0.8,1.0,0.35,-0.2,0.26666666666666666,0.2,0.55,1.1,1.1,0.35,0.0,0.4,0.0,-0.30000000000000004,0,0,0,33,28,5,0,1,Iraq,Congo DR,2015-03-28
0.4,0.4,1.6,0.95,0.35,0.65,1.0,0.65,0.2,1.8,0.9,0.45,0.9,0.7333333333333333,-0.25,-0.19999999999999996,0,0,0,14,11,3,0,2,Morocco,Uruguay,2015-03-28
0.5,0.25,1.75,0.95,0.45,0.8,0.4,0.5,0.2,1.8,1.4,0.2,0.4,0.26666666666666666,0.0,-0.050000000000000044,3,0,0,7,19,-12,1,0,Netherlands,Turkey,2015-03-28
0.8,0.1,2.4,0.85,0.55,1.55,1.0,0.55,0.2,2.0,1.0,0.4,1.0,0.6,0.25,0.3999999999999999,8,0,2,3,60,-57,0,1,Brazil,Chile,2015-03-29
0.65,0.2,2.35,0.6,0.6,1.75,0.6666666666666666,0.5,0.2,1.7,1.3,0.2,0.4,0.4666666666666667,0.15000000000000002,0.6500000000000001,1,0,0,2,60,-58,0,1,France,Denmark,2015-03-29
0.25,0.15,0.75,1.3,0.3,-0.55,0.4,0.6,0.3,2.05,0.9,0.45,1.15,0.5333333333333333,-0.35,-1.2999999999999998,0,1,0,60,10,50,1,2,Georgia,Germany,2015-03-29
0.45,0.25,1.5,1.25,0.25,0.25,0.8666666666666667,0.25,0.3,0.95,1.55,0.25,-0.6,0.4666666666666667,0.2,0.55,1,0,0,35,60,-25,0,0,Ivory Coast,Equatorial Guinea,2015-03-29
0.6,0.2,1.7,1.05,0.4,0.65,0.6,0.45,0.2,1.5,1.1,0.2,0.4,0.3333333333333333,0.14999999999999997,0.19999999999999996,0,0,2,5,60,-55,1,1,Portugal,Serbia,2015-03-29
0.5,0.15,1.1,1.1,0.45,0.0,0.6666666666666666,0.4,0.15,2.05,2.0,0.4,0.05,0.2,0.09999999999999998,-0.9499999999999997,0,0,0,26,60,-34,1,1,Scotland,Gibraltar,2015-03-29
0.45,0.4,1.4,0.9,0.5,0.5,0.4666666666666667,0.3,0.3,1.15,1.1,0.35,0.05,0.4666666666666667,0.15000000000000002,0.25,0,3,2,43,60,-17,0,0,South Africa,Nigeria,2015-03-29
0.2,0.35,0.95,1.65,0.2,-0.7,0.06666666666666667,0.65,0.2,1.9,0.75,0.5,1.15,0.6,-0.45,-0.95,0,0,0,60,9,51,0,2,Kuwait,Colombia,2015-03-30
0.25,0.1,0.8,1.6,0.2,-0.8,0.2,0.4,0.15,1.55,1.35,0.3,0.2,0.6666666666666666,-0.15000000000000002,-0.75,0,0,0,60,22,38,0,0,North Macedonia,Australia,2015-03-30
0.35,0.2,1.35,1.35,0.4,0.0,0.4,0.6,0.1,1.65,1.0,0.3,0.65,0.4,-0.25,-0.2999999999999998,0,0,0,60,32,28,0,2,Oman,Algeria,2015-03-30
0.4,0.4,1.4,0.85,0.5,0.55,0.26666666666666666,0.45,0.0,1.3,1.2,0.4,0.1,0.6,-0.04999999999999999,0.09999999999999987,0,1,0,37,60,-23,0,1,Qatar,Slovenia,2015-03-30
0.3,0.25,1.15,1.55,0.3,-0.4,0.2,0.25,0.1,0.9,1.15,0.1,-0.25,0.2,0.04999999999999999,0.2499999999999999,1,1,1,34,38,-4,0,1,Saudi Arabia,Jordan,2015-03-30
0.65,0.15,1.75,0.7,0.55,1.05,0.6,0.3,0.35,1.55,1.45,0.2,0.1,0.3333333333333333,0.35000000000000003,0.19999999999999996,1,2,4,1,18,-17,0,1,Argentina,Ecuador,2015-03-31
0.5,0.2,1.6,1.1,0.35,0.5,0.8,0.5,0.1,1.65,1.15,0.3,0.5,0.3333333333333333,0.0,-0.04999999999999982,0,0,0,23,44,-21,0,0,Austria,Bosnia-Herzegovina,2015-03-31
0.45,0.4,1.35,0.9,0.4,0.45,0.6666666666666666,0.4,0.4,1.1,0.85,0.4,0.25,0.3333333333333333,0.04999999999999999,0.25,0,0,0,60,31,29,0,0,China PR,Tunisia,2015-03-31
0.45,0.2,1.55,1.0,0.3,0.55,0.6666666666666666,0.2,0.25,1.15,1.5,0.15,-0.35,0.2,0.25,0.40000000000000013,3,2,1,40,60,-20,0,0,Ghana,Mali,2015-03-31
0.25,0.35,0.9,1.05,0.3,-0.15,0.4666666666666667,0.2,0.5,1.05,1.1,0.35,-0.05,0.3333333333333333,0.04999999999999999,-0.15000000000000002,1,0,0,33,28,5,0,1,Iraq,Congo DR,2015-03-31
